ICAO,DATE,PHASE,N_VALID,"(-INF,-60]","(-60,-55]","(-55,-50]","(-50,-45]","(-45,-40]","(-40,-35]","(-35,-30]","(-30,-25]","(-25,-20]","(-20,-15]","(-15,-10]","(-10,-5]","(-5,0]","(0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,INF)"
EGLL,2024-03-26,ARR,646,1,0,0,1,2,5,12,23,39,59,76,86,80,69,33,38,41,25,16,6,5,4,3,3,3,16
EGLL,2024-03-26,DEP,640,0,0,0,0,0,0,0,0,0,2,24,84,156,146,58,54,30,22,11,9,7,5,4,4,2,22
EGLL,2024-03-27,ARR,653,0,1,0,1,1,3,5,5,18,24,38,47,77,76,62,65,44,47,42,21,19,8,8,7,8,26
EGLL,2024-03-27,DEP,651,0,0,0,0,0,0,0,0,0,0,13,59,113,107,65,62,54,41,27,29,16,15,10,10,8,22
EGLL,2024-03-28,ARR,626,0,1,0,1,0,7,9,10,17,28,33,56,52,44,45,43,45,37,31,13,25,24,14,13,12,66
EGLL,2024-03-28,DEP,627,0,0,0,0,0,0,0,0,0,4,10,41,95,89,53,70,52,36,29,22,22,15,9,16,14,50
EGLL,2024-03-29,ARR,657,0,0,0,0,1,2,2,9,21,29,47,64,81,61,52,66,49,45,38,17,15,8,6,5,7,32
EGLL,2024-03-29,DEP,660,0,0,0,0,0,0,0,0,1,0,17,68,134,131,54,65,42,33,29,13,14,12,5,2,6,34
EGLL,2024-03-30,ARR,606,0,0,0,0,4,5,7,22,41,56,84,69,70,58,40,36,35,12,13,12,9,3,2,2,3,23
EGLL,2024-03-30,DEP,615,1,0,0,0,0,1,0,1,1,3,20,76,125,130,58,55,39,27,12,15,9,6,5,4,2,25
EGLL,2024-03-31,ARR,651,0,0,0,2,2,3,6,3,27,36,47,80,75,80,72,47,48,35,17,17,7,9,7,6,2,23
EGLL,2024-03-31,DEP,648,0,0,0,0,0,0,0,0,2,1,17,86,140,133,68,66,34,24,12,19,11,6,4,5,4,16
EGLL,2024-04-01,ARR,656,1,1,1,2,1,2,4,11,19,43,59,93,89,82,39,60,30,24,18,14,10,11,10,4,3,25
EGLL,2024-04-01,DEP,655,0,0,0,0,0,0,1,0,0,3,21,82,136,118,77,72,36,26,11,13,10,12,11,4,4,18
EGLL,2024-04-02,ARR,655,2,0,0,2,2,2,4,5,21,43,47,82,98,100,49,49,45,32,23,7,9,9,3,6,3,12
EGLL,2024-04-02,DEP,656,0,0,0,0,0,0,0,0,0,4,19,81,168,139,67,48,39,32,13,8,3,7,8,6,5,9
EGLL,2024-04-03,ARR,659,1,2,1,1,2,1,9,9,20,36,62,75,89,81,50,60,42,30,18,13,8,4,9,6,4,26
