ICAO,PHASE,DATE,MVTS_VALID,MVTS_NA,TOT_TXXT,TOT_REF,TOT_ADD_TIME
EGKK,ARR,2024-02-17,352,1,3205,2470.6000000000004,734.4000000000001
EGKK,ARR,2024-02-18,382,0,3235,2671.6000000000004,563.4000000000001
EGKK,ARR,2024-02-19,336,3,2848,2353.2000000000007,494.80000000000007
EGKK,ARR,2024-02-20,241,1,1976,1700.6,275.40000000000003
EGKK,ARR,2024-02-21,256,0,2085,1784.6000000000004,300.4
EGKK,ARR,2024-02-22,316,0,2573,2205,368
EGKK,ARR,2024-02-23,355,0,2819,2466.8,352.2
EGKK,ARR,2024-02-24,319,1,2773,2231.4,541.6000000000001
EGKK,ARR,2024-02-25,355,0,2336,1666.9999999999995,668.9999999999998
EGKK,ARR,2024-02-26,340,2,1925,1580.8,344.2
EGKK,ARR,2024-02-27,249,0,2013,1725,288
EGKK,ARR,2024-02-28,259,0,2151,1821.4,329.6
EGKK,ARR,2024-02-29,314,0,2597,2173.8,423.2000000000001
EGKK,ARR,2024-03-01,351,0,2897,2451.2000000000003,445.80000000000007
EGKK,ARR,2024-03-02,329,0,2734,2295.2000000000003,438.80000000000007
EGKK,ARR,2024-03-03,369,0,2964,2560.4000000000005,403.6
EGKK,ARR,2024-03-04,331,0,2260,1962.8,297.2
EGKK,ARR,2024-03-05,243,0,1634,1419,215
EGKK,ARR,2024-03-06,256,0,1842,1524.8,317.2
EGKK,ARR,2024-03-07,320,0,1834,1468.4,365.6
EGKK,ARR,2024-03-08,355,0,2057,1621,435.99999999999994
EGKK,ARR,2024-03-09,328,0,1883,1517,365.99999999999994
EGKK,ARR,2024-03-10,361,0,2598,2031.6,566.4
EGKK,ARR,2024-03-11,339,0,2777,2335.2000000000003,441.80000000000007
EGKK,ARR,2024-03-12,245,0,1915,1707.8,207.19999999999996
EGKK,ARR,2024-03-13,260,0,2032,1812.4,219.59999999999997
EGKK,ARR,2024-03-14,328,0,2637,2277,360
EGKK,ARR,2024-03-15,360,0,2867,2510.4000000000005,356.6
EGKK,ARR,2024-03-16,331,0,2669,2318.4000000000005,350.6
EGKK,ARR,2024-03-17,368,0,2952,2552.2000000000003,399.80000000000007
EGKK,ARR,2024-03-18,338,0,2804,2338.8,465.2000000000001
EGKK,ARR,2024-03-19,246,0,1927,1723.6,203.4
EGKK,ARR,2024-03-20,257,0,2029,1798.6,230.4
EGKK,ARR,2024-03-21,323,0,2538,2199.8,338.20000000000005
