ICAO,DATE,PHASE,N_VALID,"(-INF,-60]","(-60,-55]","(-55,-50]","(-50,-45]","(-45,-40]","(-40,-35]","(-35,-30]","(-30,-25]","(-25,-20]","(-20,-15]","(-15,-10]","(-10,-5]","(-5,0]","(0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,INF)"
LPPT,2019-03-16,DEP,263,0,0,0,0,0,0,0,1,0,0,4,19,53,53,30,31,20,10,9,7,10,1,1,1,3,10
LPPT,2019-03-17,ARR,282,0,1,0,0,0,0,0,3,2,13,19,36,47,45,25,31,22,10,11,8,3,1,1,0,0,4
LPPT,2019-03-17,DEP,286,0,0,0,0,0,0,0,1,0,0,3,13,64,64,52,25,10,22,11,6,4,2,0,3,1,5
LPPT,2019-03-18,ARR,291,0,0,0,1,0,1,2,5,8,18,49,56,40,27,20,6,17,12,12,1,2,5,0,2,1,6
LPPT,2019-03-18,DEP,284,0,0,0,0,0,0,0,0,0,0,4,18,73,75,36,24,16,10,6,5,5,1,0,2,0,9
LPPT,2019-03-19,ARR,264,2,0,0,0,1,0,1,8,6,23,29,29,29,28,20,15,14,4,12,7,9,5,6,2,2,12
LPPT,2019-03-19,DEP,261,0,0,0,0,0,0,0,0,0,1,1,8,53,57,29,26,19,12,3,10,2,6,8,5,5,16
LPPT,2019-03-20,ARR,265,1,0,0,0,2,5,6,6,18,25,40,38,28,24,15,19,7,12,5,2,1,3,0,0,0,8
LPPT,2019-03-20,DEP,274,0,0,0,0,1,0,0,0,0,0,7,24,79,72,40,17,13,6,3,2,1,3,2,1,0,3
LPPT,2019-03-21,ARR,268,1,0,0,0,2,4,4,6,12,34,35,44,38,24,21,13,8,4,4,2,3,2,2,0,1,4
LPPT,2019-03-21,DEP,268,0,0,0,0,0,0,0,0,0,1,3,28,83,59,34,21,9,8,6,1,1,2,4,1,1,6
LPPT,2019-03-22,ARR,300,1,0,1,0,0,2,6,3,11,23,25,35,46,33,25,21,17,9,13,5,3,3,1,3,3,11
LPPT,2019-03-22,DEP,297,0,1,0,0,0,0,0,0,0,0,4,21,55,47,47,45,21,16,14,0,4,5,2,2,0,13
LPPT,2019-03-23,ARR,256,0,0,0,0,0,3,2,8,18,13,40,49,42,28,14,9,12,5,3,2,0,3,1,1,0,3
LPPT,2019-03-23,DEP,257,0,0,0,0,0,0,0,0,0,0,3,35,79,58,23,16,11,11,5,5,1,2,1,0,1,6
LPPT,2019-03-24,ARR,282,0,0,1,0,3,0,3,8,15,22,48,40,44,33,13,19,9,7,1,6,0,1,0,1,0,8
LPPT,2019-03-24,DEP,284,0,0,0,0,0,0,0,0,1,0,8,21,78,73,45,24,6,7,7,2,1,2,1,2,1,5
LPPT,2019-03-25,ARR,300,2,0,0,1,1,3,2,6,5,17,33,40,40,32,25,14,16,11,8,8,5,3,5,5,3,15
LPPT,2019-03-25,DEP,292,0,0,0,0,0,0,0,0,0,2,5,20,52,71,46,23,17,15,5,6,4,7,4,0,1,14
LPPT,2019-03-26,ARR,265,1,0,0,0,1,1,3,8,11,27,32,56,34,26,22,12,6,9,6,3,1,0,1,0,1,4
LPPT,2019-03-26,DEP,263,0,0,0,0,0,0,0,0,1,0,3,24,74,71,27,20,14,7,9,3,2,3,0,2,0,3
LPPT,2019-03-27,ARR,270,0,0,0,0,2,4,4,5,10,30,36,49,29,33,21,14,12,5,3,3,2,1,0,2,0,5
LPPT,2019-03-27,DEP,283,0,0,1,0,0,0,0,0,0,2,4,18,85,79,37,29,12,3,3,1,2,2,1,0,1,3
LPPT,2019-03-28,ARR,280,0,0,0,1,0,1,3,8,17,11,39,42,45,26,18,16,10,10,2,6,5,4,2,1,3,10
LPPT,2019-03-28,DEP,274,0,0,0,0,0,0,0,0,0,1,4,20,63,64,48,27,6,10,6,4,2,7,2,1,2,7
LPPT,2019-03-29,ARR,298,1,1,0,1,1,3,1,8,8,16,22,48,37,42,34,25,19,12,6,4,1,3,1,1,2,1
LPPT,2019-03-29,DEP,303,0,0,0,0,0,0,0,1,0,0,1,13,73,63,48,42,22,13,9,3,4,2,2,0,0,7
LPPT,2019-03-30,ARR,260,0,0,0,1,2,1,3,6,9,13,42,33,43,43,28,10,3,6,5,2,2,2,1,3,0,2
LPPT,2019-03-30,DEP,257,0,0,0,0,0,0,0,0,0,0,4,20,62,51,41,31,16,9,10,4,0,3,3,1,0,2
LPPT,2019-03-31,ARR,304,1,0,0,0,0,1,0,2,5,13,31,36,57,34,25,27,17,12,8,11,3,3,1,1,7,9
